Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
01/09/2013,Bank account or service,,,"BNY MELLON, NATIONAL ASSOCIATION",NC,27705,,,Web,01/09/2013,Closed with monetary relief,Yes,No,225553
10/20/2016,Credit card,,,CAPITAL ONE FINANCIAL CORPORATION,DE,197XX,,Consent not provided,Web,10/20/2016,Closed with non-monetary relief,Yes,No,2167587
07/21/2015,Credit reporting,this not my account,Company chooses not to provide a public response,Experian Information Solutions Inc.,MO,631XX,,Consent provided,Web,07/21/2015,Closed with explanation,Yes,No,1476501
12/06/2016,Mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CO,800XX,,Consent not provided,Web,12/06/2016,Closed with non-monetary relief,Yes,Yes,2238638
03/11/2013,Mortgage,,,NATIONSTAR MORTGAGE,FL,32909,,,Referral,03/12/2013,Closed with explanation,Yes,No,349658
02/28/2018,"Credit reporting, credit repair services, or other personal consumer reports","My complaint is against the credit agencies, Equifax and XXXX. I have attempted on several occasions disputing an account on my credit reports that is reporting inaccurately. According to the Fair credit reporting act any debt collector that is reporting anything on my credit report has to be reporting 100 % accurately. Secondly, XXXX XXXX XXXX failed to provide me with proper verification of the account, per section 611 5a of the FCRA any accounts that can not be verified within 30 days should be deleted. I have also reached out to XXXX XXXX XXXX and they failed to provide me with an accurate validation of the account. I am entitled by law to obtain the following from the collector before I'm obligated to pay them anything. 1. Identity of the original creditor. 2. A complete payment history. 3. Documentation that any collection fees were added pursuant to the original lending agreement. 4. A copy of the original agreement between myself and the original creditor which clearly delineates my acceptance to contract and financial obligation to them. 5. A copy the agreement between you and the original creditor showing you are legally the owner of the debt, have received a proper assignment, and lawfully entitled to collect monies on this account. 6. A verification or copy of any judgment, if applicable. 7. Proof that the Statute of Limitations has not expired on this account. 8. Proof that you are licensed to collect in my state. They are in full violation of the fair debt collection practices act including but not limited to section 807-8 and section 623-b. I have checked with that Arkansas State Board of Collection Agencies and XXXX XXXX XXXX is not licensed to collect debt in Arkansas.",,"EQUIFAX, INC.",AR,72113,,Consent provided,Web,02/28/2018,Closed with explanation,Yes,,2829112
08/15/2015,Credit card,"Re : XXXXThree years ago, I was XXXX. I purchased XXXX domains in the name of the company and personnel. I made the mistake of leaving my credit card number on the account and the company did not change it. My name appears nowhere on the account, I can not log into the account, yet with my credit card number on file, they billed the card on XXXX/XXXX/15 for {$29.00}. I had not received a notice of renewal, in spite of the American Express card having expired. I called them numerous times pointing out that the account was not mine, I could not login to change anything, and I do not wish to renew the domains. I was assured by "" XXXX in Billing '' that the expired credit had been cancelled from the account. On XXXX/XXXX/15, another "" receipt '' from XXXX, this time for {$280.00}. Again, I called American Express to dispute the charge and placed a block on any future charges from XXXX. I also filed a complaint with the XXXX, AZ Better Business Bureau. I then called XXXX to find out why they had charged a cancelled card, only to find out from "" XXXX in Billing '' that the card had been "" renewed, '' probably by American Express. When I asked for the expiration date on the "" renewal '' the date "" XXXX '' provided was incorrect. "" XXXX '' would not acknowledge the assurance from "" XXXX '' and refused to remove my credit card number from the account without my providing another or that I contact the account holder to tell him provide a card. Following this, I contacted American Express again, this time requesting a fraud investigation since they had not, and would not, alter anything regarding a cardholder with any company without my permission and action. That can only mean that XXXX altered my credit card data on their account, which amounts to pure and simple fraud. XXXX insists that a "" Protected Registration '' holds my liable for full payment since my credit card is on the account - but I am in no way involved in the account or company, and the card has expired anyway. They insist that I have to contact the name on the account, in spite of their holding all of his contact information, to get the account cancelled. I have now had to cancel the card and go through the process of resetting auto-debits to that card. A genuine nightmare!",,AMERICAN EXPRESS COMPANY,VA,222XX,,Consent provided,Web,08/15/2015,Closed with monetary relief,Yes,Yes,1520631
12/18/2017,Debt collection,,,PORTFOLIO RECOVERY ASSOCIATES INC,IL,605XX,,Consent not provided,Web,12/18/2017,Closed with explanation,Yes,,2757925
07/06/2016,Consumer Loan,,,"ONEMAIN FINANCIAL HOLDINGS, LLC.",TX,79762,,Consent not provided,Web,07/07/2016,Closed with non-monetary relief,Yes,Yes,2000516
06/10/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,320XX,,Consent not provided,Web,06/10/2017,Closed with explanation,Yes,,2506457
01/06/2018,Mortgage,I had a Texas XXXX XXXX XXXX XXXX with XXXX that started in 2008.Since that time many of my payments were applied to interest only which is a violation of Texas Home Equity Law. I will attach a letter and other information.,,"Caliber Home Loans, Inc.",TX,761XX,,Consent provided,Web,01/18/2018,Closed with explanation,Yes,,2773777
07/09/2014,Debt collection,,,NCB MANAGEMENT SERVICES INC,DE,19709,,,Referral,07/14/2014,Closed with explanation,Yes,No,930131
02/13/2013,Mortgage,,,"CITIBANK, N.A.",TN,377XX,Older American,,Web,02/14/2013,Closed with explanation,Yes,No,317317
12/14/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,CAPITAL ONE FINANCIAL CORPORATION,PA,152XX,,Consent not provided,Web,12/14/2018,Closed with explanation,Yes,,3100877
04/27/2017,Vehicle loan or lease,"US Bank refuses to provide me with proof of the XXXX XXXX property taxes they are trying to assess against me. The tax office says this VIN was not included in US Bank 's fleet bill. I 've disputed the amount with USBank and have requested proof of the amount owed. They refuse to provide yet continue to send demand notices. The contract states "" You agree to pay all title, registration, license, inspection, testing, and other fees taxes and charges imposed by government authorities in connnection with the Vehicle, this Lease or any amounts due or payable arising from this Lease. '' If the City says my VIN was not included in the fleet bill to USBank and USBank has n't shown me where "" charges were imposed '' then the amount of {$420.00} needs to be deducted.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,U.S. BANCORP,TX,,,Consent provided,Web,04/27/2017,Closed with explanation,Yes,,2469236
07/18/2015,Credit reporting,"I am writing to dispute the accounts referenced above. I have disputed this account information as inaccurate with you, and you have come back to me and stated you were able to verify this debt. How is this possible? Under the laws of the FDCPA, I have contacted XXXX XXXX XXXX XXXX ; XXXX XXXX XXXX and XXXX XXXX XXXX myself and have been unable to get them to verify that this is indeed my debt. 
I enclose copies of my requests for them to Validate my debts, and the receipts showing that I sent these letter certified signature request. This debt is not mine and I was given any evidence of my obligation to pay this debt to these collection company 's listed above in this letter. 
The FCRA requires you to verify the validity of the item within 30 days. If the validity can not be verified, you are obligated by law to remove the item. There is a clear case of unverified debt here, and I urge you to remove this item before I am forced to take legal action. 
In the event that you can not verify the item pursuant to the FCRA, and you continue to list the disputed item on my credit report I will find it necessary to sue you for actual damages and declaratory relief under the FCRA. According to this regulation, I may sue you in any qualified state or federal court, including small claims court in my area.",Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CO,802XX,,Consent provided,Web,07/18/2015,Closed with explanation,Yes,No,1473702
10/06/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",,,,,Phone,10/06/2017,Closed with explanation,Yes,,2695539
01/10/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,,,Older American,,Phone,01/10/2019,Closed with explanation,Yes,,3121362
12/10/2016,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,MD,21136,,Consent not provided,Web,12/10/2016,Closed with explanation,Yes,No,2244270
09/05/2015,Credit card,,,JPMORGAN CHASE & CO.,NY,10024,Older American,Consent not provided,Web,09/09/2015,Closed with explanation,Yes,Yes,1553685
03/05/2014,Debt collection,,,PORTFOLIO RECOVERY ASSOCIATES INC,PA,18901,Older American,,Postal mail,03/06/2014,Closed with non-monetary relief,Yes,No,743681
12/28/2017,Checking or savings account,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,BMO HARRIS BANK NATIONAL ASSOCIATION,IL,60126,,,Referral,12/30/2017,Closed with explanation,Yes,,2767910
06/24/2016,Mortgage,,,"CITIZENS FINANCIAL GROUP, INC.",TN,37067,,Consent not provided,Web,06/24/2016,Closed with explanation,Yes,No,1983440
08/18/2015,Debt collection,"Begin receiving emails and telephone calls from Lamont, Hanley and Associates Inc located at XXXX XXXX XXXX XXXX NH XXXX regarding XXXX XXXX ( XXXX XXXX XXXX XXXX ) overpayment that never happened. 

To be sure it was n't clerical error, I called and spoke to a representative of XXXX XXXX and was told they do n't have me on any delinquent account and report it as it may be fraud. 

I emailed XXXX XXXX, Account Manager and Department Supervior at Lamont, Hanley and Associates, Inc and asked where did she obtain the overpayment information. 

XXXX XXXX continued to send emails regarding payments and nothing else. 

I 'm sending a cease and desist letter so that Lamont, Hanley and Associates will stop harassing me. 

Appreciate any assistance.",,LAMONT HANLEY & ASSOCIATES INC,CA,917XX,,Consent provided,Web,08/18/2015,Closed with explanation,Yes,No,1524507
01/08/2014,Mortgage,,,Specialized Loan Servicing LLC,CA,92831,,,Postal mail,01/13/2014,Closed,Yes,No,658840
04/25/2017,"Money transfer, virtual currency, or money service",,,MONEYGRAM PAYMENT SYSTEMS WORLDWIDE INC,,,,,Phone,05/01/2017,Closed with explanation,Yes,,2465801
12/27/2012,Credit reporting,,,"EQUIFAX, INC.",FL,33319,,,Web,12/28/2012,Closed with non-monetary relief,Yes,Yes,218024
12/06/2016,Credit card,"Complaint to Finanacial Protectio Burau XX/XX/XXXX ( case XXXX ) in Spanish. 

WHAT HAPPEN In XX/XX/XXXX after to make my monthly payment on line I notice that I have an interest charge. Even that Wells Fargo Financial National Bank told me that I would get 0 % interest for the {$8800.00} corresponding to the cost of changing the widows of my house with XXXX. 

XXXX told me that they would offer special financing through Home Project loan from Wells Fargo Financial National Bank. 
I fill out the form in the second page of the application indicate Annual Percentage Rate ( APR ) for purchases 27.99 % and APR for Cash Advance 27.99 % ( attachment 1 ). I was asking about this interest and XXXX ( the home improvement salesperson from XXXX ( attachment 2 ). XXXX told me that if I do not use the card that interest will not apply. I never activate the credit card from Wells Fargo ( attachments 3 ). I never gave the account # to XXXX I am not sure how they got pay by Wells Fargo Financial National Bank. 

In the Wells Fargo Finantial National Bank application ( attachment 1 ) There is not any information about deferred interest. 

However in my statement of XX/XX/XXXX my balance was {$3600.00} plus a interest charget of {$3300.00}. I called to Wells Fargo Financial National Bank and they told me that this amount it was a deferred interest. I did not know what was referred interest. I went to Internet to understand about it this interest because I was not familiar with. 

In XX/XX/XXXX. I offer to pay my balance. XXXX Research Remedation Analyst did no accept it ( attachment 4 and 5 ). The new balance was {$6700.00} with extra $ 27.99 %. The new balance now according with Wells Fargo Financial National Bank now is {$5000.00}, XX/XX/XXXX. XXXX answered my previous complain case XXXX. In the second paragraph from "" information about your account '' said : "" On XX/XX/XXXX, a charge of {$8800.00} was made with special financing term od 18 months, No interest if Paid in Full, and Regular Monthly Payment required during the special terms period. You minimum payment amount WAS SET UP base off the AMOUNT of the total purchase and LENGTH OF YOUR PROMOTION. 

$ XXXX {$300.00} Minimal payment it was SET UP by Wells Fargo Financial National Bank and require 28.57 months period to pay {$8800.00} but they make the mistake and set up for 18 months. 

The last statement from XX/XX/XXXX my balance according to Wells Fargo is {$5000.00} ( attachment 6 ). Well Fargo make the wrong calculation to pay in full. With the minimal payment that tit was set up. My last payment in order to pay the original amount of {$8800.00} is XX/XX/XXXX for the amount of {$280.00}.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,CA,900XX,,Consent provided,Web,12/06/2016,Closed with explanation,Yes,No,2237235
08/31/2018,Debt collection,"XXXX XXXX XXXX claims I owe XXXX to XXXX XXXX. The policy was supposed to be canceled earlier than it actually was, it appears their rep ( s ) failed to do so when I called on or around Late XX/XX/XXXX/early XX/XX/XXXX. The balance stems from two months of coverage, the months of XX/XX/XXXX and XX/XX/XXXX I  believe. Failing to cancel when instructed is not my error, I refuse to pay this.",Company believes the complaint is the result of a misunderstanding,"CCS Financial Services, Inc.",CT,06320,,Consent provided,Web,08/31/2018,Closed with explanation,Yes,,3007025
07/07/2015,Bank account or service,"Hi there. 
My complaint is regarding Bank of America ( BoA ). On XXXX/XXXX/2015 I called their customer services on XXXX and spoke with a XXXX XXXX XXXX to understand and challenge confusing and inexplicable charges made against my account by the bank. Several charges of {$25.00} had been made by the bank against my account, bringing it into an overdraft to date of {$71.00}. 
XXXX XXXX informed me that BoA had enrolled in an "" Advantage Program '' which gave me "" various benefits '' for a ( inconsistently applied ) monthly fee of {$25.00}. 
I informed XXXX XXXX that I had never agreed to such a program and that I was formally disputing any agreement to its enrollment and that I would like a case or reference number from him while BoA investigated the matter. I also requested that the charges be reversed and that BoA remove me from any "" Program '' which resulted in my being charged monthly for "" benefits '' without prior agreement from me. 
XXXX XXXX repeatedly refused to open an investigation of any form, or to take up my formal complaint, or give me a case or reference number. He insisted that he would not take ownership of my complaint and that he would limit his course of action to arranging for another office to send me a brief letter informing me of nothing more than the date on which BoA had unilaterally enrolled me ( without my explicit or implicit consent ) into their ( costly ) "" program ''. He also made it clear that no undertaking was being made to send me copies of any signed agreements I am supposed to have made. He then suggested that, once I am in receipt of the brief letter confirming the "" enrollment '' date, it would be up to me to then take a further step of visiting a BoA branch to request redress once more at that time. XXXX XXXX again refused to accept a formal complaint from me on the present call.",Company chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,941XX,,Consent provided,Web,07/07/2015,Closed with monetary relief,Yes,No,1454315
05/12/2014,Debt collection,,,"Aargon Agency, Inc.",CA,91406,,,Web,05/15/2014,Closed,No,Yes,849157
06/26/2014,Debt collection,,,CNG FINANCIAL CORPORATION,MI,48229,,,Web,06/30/2014,Closed with explanation,Yes,No,913019
12/29/2015,Debt collection,,,Midwest Recovery Systems,MD,21702,,,Phone,01/04/2016,Closed with explanation,No,No,1719635
04/29/2013,Credit card,,,JPMORGAN CHASE & CO.,TN,377XX,,,Phone,04/30/2013,Closed with explanation,Yes,No,394520
09/05/2017,"Money transfer, virtual currency, or money service","On XXXX XXXX ( XXXX/XXXX/XXXX ), I initiated a SEPA withdrawal transfer from my wallet on Coinbase with the value of XXXX. I received an automated email saying that the money would arrive in my bank account by XXXX XXXX ( XXXX/XXXX/XXXX ). Today is XXXX XXXX ( XXXX/XXXX/XXXX ) and the money still has n't arrived in my account even though on Coinbase the transfer is said to be completed. I have sent multiple support tickets which have n't been responded to. The dates of the supports tickets which got automated responses are ; XXXX XXXX, XXXX and XXXX. I sent XXXX before those which did n't even get an automated response. For a company that deals with consumers money to not respond is outrageous. I have waited over a month for something that was said to take a few days and am still waiting.",,"Coinbase, Inc.",,,,Consent provided,Web,09/05/2017,Closed with explanation,Yes,,2658058
06/20/2017,"Credit reporting, credit repair services, or other personal consumer reports",Have sent certified letters and also have called to request that inquiries that I did n't authorize be removed from my credit report. I am always told to contact the creditors to request that they remove the inquiries. The creditors state that because I do n't have an open account with them that they do n't have any information on any inquiry being placed on my account due to them running my credit. I have been given the run around for the past few months no one seems to want to willingly help me resolve this matter.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,77090,,Consent provided,Web,06/20/2017,Closed with explanation,Yes,,2553384
06/20/2018,"Payday loan, title loan, or personal loan",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,REGIONS FINANCIAL CORPORATION,GA,30350,,,Referral,06/21/2018,Closed with non-monetary relief,Yes,,2942849
11/05/2014,Credit reporting,,,"EQUIFAX, INC.",TX,76132,,,Postal mail,11/25/2014,Closed with explanation,Yes,No,1102808
03/01/2018,Debt collection,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Convergent Resources, Inc.",CA,923XX,Servicemember,Consent not provided,Web,03/01/2018,Closed with explanation,Yes,,2829534
04/10/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,911XX,,,Web,04/10/2019,Closed with non-monetary relief,Yes,,3208253
03/04/2014,Debt collection,,,"Credit Protection Association, L.P.",OR,977XX,,,Web,03/13/2014,Closed with non-monetary relief,Yes,No,743936
08/24/2017,"Credit reporting, credit repair services, or other personal consumer reports","I disputed this Item several times with along with others with Equifax however, they did not comply with the State Attorney General Settlement Agreement and 609 letters  with this one particular item. Please note : Disclosures to consumers [ 15 U.S.C. 1681g ] ( a ) Information on file ; sources ; report recipients. Every consumer reporting agency shall, upon request, and subject to 610 ( a ) ( 1 ) [ 1681h ], clearly and accurately disclose to the consumer : Equifax has refused and I have the right to demand that you disclose to me all of the documents that you have recorded and retained in your file at the time of this request concerning the accounts that you are reporting in my credit report. Please dont respond to my request by saying that these accounts have been verified. Send me copies of the documents that you have in your files that were used to verify the item. If you do not have any documentation in your files to verify the accuracy of these disputed item then please delete it immediately as required under Section 611 ( a ) ( 5 ) ( A ) ( i ). By publishing this inaccurate and unverified item on my credit report and distributing them to 3rd pa rties you are damaging my reputation and credit worthiness. According Section 15 U.S. Code 1681d - Disclosure of investigative consumer reports ( b ) Disclosure on request of nature and scope of investigation Any person who procures or causes to be prepared an investigative consumer report on any consumer shall, upon written request made by the consumer within a reasonable period of time after the receipt by him of the disclosure required by subsectio n ( a ) ( 1 ), make a complete and accurate disclosure of the nature and scope of th e investigation requested. This disclosure shall be made in a writing mailed, or otherwise delivered, to the consumer not later than five days after the date on which the request for such disclosure was received from the consumer or such report was first requested, whichever is the later. The description of the procedure used to determine the accuracy and completeness of the information is hereby requested as well, to be provide within 5 days of the completion of your reinvestigation.",,"EQUIFAX, INC.",GA,30080,,Consent provided,Web,08/24/2017,Closed with explanation,Yes,,2649936
06/02/2016,Consumer Loan,"I contacted Ally Financial on XXXX/XXXX/XXXX about the fact they were reporting ( 2 ) 30 day lates on my XXXX and XXXX Report dated XXXX and XXXX yet they were reporting XXXX 30 day late on my XXXX Report dated XXXX. I never had a 30 day late on the account from XXXX when opened until XXXX when traded and paid off. I was told by Ally that it would take them XXXX 5 days to get it corrected. I called them back on XXXX/XXXX/XXXX and they stated I was told incorrectly and that it would take at least 30 days to get a response. They changed the XXXX Bureau on XXXX/XXXX/XXXX to reflect XXXX late payment in XXXX but under status it still showed ( XXXX ) 30 day lates plus they updated the XXXX to XXXX so it brought my score down and they are still reporting it incorrectly. I contacted them again today and was told it would take another 30 days to look into it but that I did have ( XXXX ) 30 day lates in XXXX and XXXX I had all of my notes, dates when I called in and bank statements and the lady stated that the account was in a deferment in XXXX and that it was deferred in XXXX yet I made a payment on XXXX/XXXX/XXXX and on XXXX/XXXX/XXXX. They said they did not have a record of where they changed the due date on the account at any point and the contract due date was the XXXX yet they mailed me a confirmation that it was changed to the XXXX of each month. They stated they did not have access to my XXXX/XXXX/XXXX phone conversation. Basically they are reporting erroneous information on all XXXX bureaus and they want me to wait another 30 days for them to correct it despite telling them i was in the process of trying to save our home and refinance it and they keep getting the information more messed up. I want all the late 's removed from all XXXX credit bureau files immediately and for the bureaus to reflect paid as agreed and never late as it should. I should n't be penalized for there errors.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,ALLY FINANCIAL INC.,AL,,,Consent provided,Web,06/02/2016,Closed with non-monetary relief,Yes,No,1952128
03/27/2017,Debt collection,,,"Southwest Credit Systems, L.P.",PA,152XX,,Consent not provided,Web,03/27/2017,Closed with explanation,Yes,Yes,2405736
08/22/2014,Debt collection,,,"Receivables Performance Management, LLC",CA,90303,,,Web,08/22/2014,Closed with explanation,Yes,No,996688
02/05/2018,Mortgage,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,M&T BANK CORPORATION,SC,29420,,,Referral,02/06/2018,Closed with explanation,Yes,,2805933
03/21/2018,Mortgage,,,"AmeriHome Mortgage Company, LLC",MN,554XX,,Other,Web,04/13/2018,Closed with explanation,Yes,,2850026
08/11/2017,Checking or savings account,I tried opening an account with Chase bank today. The gentleman informed me that they would n't be able to but refused to give me a reason why or a number to contact to find out why it was denied. He said they were not obligated to share the information.,,JPMORGAN CHASE & CO.,IL,,,Consent provided,Web,08/11/2017,Closed with explanation,Yes,,2601554
05/24/2016,Credit card,,,JPMORGAN CHASE & CO.,FL,341XX,Older American,Consent not provided,Web,05/24/2016,Closed with explanation,Yes,No,1940045
03/29/2014,Mortgage,,,"LAKEVIEW LOAN SERVICING, LLC",CA,92505,,,Web,03/29/2014,Closed with monetary relief,No,No,784889
02/09/2017,Debt collection,,,"Rent Recover, LLC",PA,19446,,Consent not provided,Web,02/09/2017,Untimely response,No,No,2336662
01/03/2019,Checking or savings account,,,"ASSOCIATED BANK, NATIONAL ASSOCIATION",WI,54405,,,Referral,01/04/2019,Closed with monetary relief,Yes,,3116420
10/01/2014,Bank account or service,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78247,Older American,,Web,10/01/2014,Closed with explanation,Yes,Yes,1053418
12/17/2017,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TN,381XX,,Consent not provided,Web,12/17/2017,Closed with explanation,Yes,,2757614
12/09/2018,"Credit reporting, credit repair services, or other personal consumer reports",,,"Diversified Consultants, Inc.",VA,23116,,Consent not provided,Web,12/11/2018,Closed with non-monetary relief,Yes,,3095442
07/10/2014,Credit reporting,,,Experian Information Solutions Inc.,CA,90278,,,Web,07/10/2014,Closed with explanation,Yes,No,930694
04/25/2019,Vehicle loan or lease,,,BBVA COMPASS FINANCIAL CORPORATION,TX,750XX,,,Referral,04/26/2019,In progress,Yes,,3223911
10/29/2014,Credit card,,,SYNCHRONY FINANCIAL,LA,70131,,,Referral,11/04/2014,Closed with explanation,Yes,Yes,1092527
07/01/2013,Mortgage,,,Swan Financial Corporation,KY,40229,,,Web,08/02/2013,Closed with explanation,Yes,No,446570
11/14/2014,Debt collection,,,"Cedars Business Services, LLC",FL,334XX,,,Web,11/14/2014,Closed,No,No,1116332
07/30/2018,"Credit reporting, credit repair services, or other personal consumer reports","I filed a complaint with the collection agency but the bureaus, in my opinion, hold some responsibility also. The only reason I know about this is because I received an alert from my credit monitoring service to a new collection reported. I have been working on my credit and was getting much better. Real quickly, my monitoring service just posted a collection from XXXX XXXX XXXX account # XXXX. I looked them up online and they seem to be out of XXXX XXXX. The collection shows online that the original creditor is XXXX XXXX XXXX XXXX with a balance of {$11000.00}. I never received a phone call nor any letters from this company which I filed a complaint about. Additionally, the bureaus are showing as a voluntary repossession from XXXX XXXX XXXX XXXX, account # XXXX, with a balance of {$12000.00}. The issue is now I have 2 negative items both showing a balance owed for the same thing, and both are effecting my debt to credit ratio twice for the same debt. My understanding is the credit bureaus can not report a balance from an original creditor after it is sold to a collection company. The balance has to be XXXX  'd out from the original creditor. Otherwise, the original creditor shows a debt owed, the collection shows a debt owed for the same debt and I get penalized twice on my debt to credit ratio. I am in the process of getting a loan and this is the last thing I needed to happen.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,761XX,,Consent provided,Web,07/30/2018,Closed with explanation,Yes,,2976986
12/15/2014,Debt collection,,,"Kimball, Tirey & St. John LLP",CA,92591,,,Web,12/17/2014,Closed,No,No,1156901
03/27/2017,Credit card,"XXXX would not send me a new card to my new address because I did not have the security code on back of card!!! I decided to pay off card in full after many telephone transfers even to non English speaking county, who did not understand me. I then received a bill for interest incurred ... I paid that fee. After about 6 hours of phone calls my card was never closed. They kept charging me fees which have no explanation attached to the bill. They also refused to allow me to use my {$140.00} in cash rewards. My last attempt to solve the mystery of a XXXX fee and how to use my rewards after being transferred around for the 10th time, I was hung up on ... with no resolve. They continue to bill me for an unexplained fee.",,AMERICAN EXPRESS COMPANY,MN,,,Consent provided,Web,03/27/2017,Closed with monetary relief,Yes,No,2406224
12/10/2014,Credit card,,,SYNCHRONY FINANCIAL,TX,75703,,,Web,12/12/2014,Closed with explanation,Yes,Yes,1150194
08/23/2013,Mortgage,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",GA,31322,,,Web,08/23/2013,Closed with non-monetary relief,Yes,No,502228
01/19/2018,Credit card or prepaid card,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CO,80922,,,Referral,01/22/2018,Closed with explanation,Yes,,2790098
08/27/2015,Credit reporting,,Company chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",GA,30260,,,Referral,09/15/2015,Closed with explanation,Yes,No,1540565
11/30/2015,Debt collection,"AALIANT WAS BEING SUED BY XXXX FOR UNLAWFUL HARD INQUIRY! THE CASE WAS DISMISSED, BUT STEP OVER THE LINE AGAIN BY CALLING MY WIFES CELL PHONE ( XXXX ) XXXX AND XXXX WORK NO. ( XXXX ) XXXX IN VIOLATION OF TCPA AND FDCPA.",,Alliant Capital Management LLC,IL,604XX,,Consent provided,Web,11/30/2015,Closed with explanation,Yes,Yes,1676464
11/29/2017,"Payday loan, title loan, or personal loan",,,CURO Intermediate Holdings,TX,75104,,Consent not provided,Web,11/29/2017,Closed with explanation,Yes,,2741780
04/05/2019,"Credit reporting, credit repair services, or other personal consumer reports",,,"Risecredit, LLC",AL,350XX,Servicemember,,Web,04/10/2019,Closed with explanation,Yes,,3202508
06/11/2014,Debt collection,,,"Altisource Portfolio Solutions, S.à r.l.",NY,10301,,,Web,06/11/2014,Closed with non-monetary relief,Yes,Yes,890706
05/28/2017,"Credit reporting, credit repair services, or other personal consumer reports","Once again they have incorrect information [ report  XXXX  ] even though we submitted through your agency. All you did was take their reply and close the file. How many times do we need to repeat the process until the report is correct? This is causing us severe financial impact. Attempts to correct on line failed since they provided incorrect validation information. Attempts to call by phone failed as usual-  1- M y name  XXXX   XXXX   XXXX   XXXX  NOT  XXXX   XXXX   XXXX   XXXX  Hello.  2-   XXXX   XXXX   XXXX  is not ours. and not a savings plan. It was a retail purchase paid to   XXXX   balance months ago! Basically all debts paid down and still a miserable score and incorrect reporting! Same issue with numerous inquiries, missing  Security hold but they have a "" State Legislation '' hol d on the account- remarkable.  XXXX   XXXX  Bank  XXXX  mortgage since  XXXX   2017",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,,Older American,Consent provided,Web,05/28/2017,Closed with non-monetary relief,Yes,,2495944
01/05/2018,"Credit reporting, credit repair services, or other personal consumer reports",There are many mistakes appear in my report without my understanding.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,774XX,,Consent provided,Web,01/05/2018,Closed with explanation,Yes,,2772815
01/05/2016,Mortgage,,Company chooses not to provide a public response,WELLS FARGO & COMPANY,WA,970XX,,Consent not provided,Web,01/12/2016,Closed with explanation,Yes,No,1727481
08/23/2016,Credit reporting,,,"EQUIFAX, INC.",DC,200XX,,Consent not provided,Web,08/23/2016,Closed with explanation,Yes,No,2074525
05/19/2012,Mortgage,,,JPMORGAN CHASE & CO.,GA,30084,,,Referral,06/03/2012,Closed with explanation,Yes,No,84812
01/12/2018,Checking or savings account,I TRied making a deposit to an Bank of America Bank atm to make a deposit before I got hit by many over draft fees bank errors,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,959XX,,Consent provided,Web,01/12/2018,Closed with explanation,Yes,,2780312
